,Original Rows,Columns,Type,Silhouettescore,DaviesBouldinscore,Calinskiharabazscore,Cohesionscore,Separationscore,RMSSTDscore,RSscore,XBscore,Adjustedrandomscore,Adjusted_mutual_info_score,Fowlkes_mallows_score,Normalizedmutualinfoscore,imbalanced_ratio_before_sampling,total_hypersphere,hypersphere_minority,hypersphere_majority,samplesperhypersphere,samplesperhypersphere_minority,samplesperhypersphere_majority,Average distance between class,overlapping
4764,5471,10,0,0.981182169,0.333455518,9365.031075,57933428580.0,99204307725.0,1029.225776,0.631320713,0.00095909,0.025342639,0.021402923,0.90472279,0.022012473,0.113802932,299,141,158,18.29765886,3.964539007,31.08860759,1.0,3.99e-05
4769,5471,10,0,0.981182169,0.333455518,9365.031075,57933428580.0,99204307725.0,1029.225776,0.631320713,0.00095909,0.025342639,0.021402923,0.90472279,0.022012473,0.113802932,299,141,158,18.29765886,3.964539007,31.08860759,1.0,3.99e-05
4774,5471,10,0,0.981182169,0.333455518,9365.031075,57933428580.0,99204307725.0,1029.225776,0.631320713,0.00095909,0.025342639,0.021402923,0.90472279,0.022012473,0.113802932,299,141,158,18.29765886,3.964539007,31.08860759,1.0,3.99e-05
4779,5471,10,0,0.981182169,0.333455518,9365.031075,57933428580.0,99204307725.0,1029.225776,0.631320713,0.00095909,0.025342639,0.021402923,0.90472279,0.022012473,0.113802932,299,141,158,18.29765886,3.964539007,31.08860759,1.0,3.99e-05
4784,5471,10,0,0.981182169,0.333455518,9365.031075,57933428580.0,99204307725.0,1029.225776,0.631320713,0.00095909,0.025342639,0.021402923,0.90472279,0.022012473,0.113802932,299,141,158,18.29765886,3.964539007,31.08860759,1.0,3.99e-05
4789,5471,10,0,0.981182169,0.333455518,9365.031075,57933428580.0,99204307725.0,1029.225776,0.631320713,0.00095909,0.025342639,0.021402923,0.90472279,0.022012473,0.113802932,299,141,158,18.29765886,3.964539007,31.08860759,1.0,3.99e-05
4794,5471,10,0,0.981182169,0.333455518,9365.031075,57933428580.0,99204307725.0,1029.225776,0.631320713,0.00095909,0.025342639,0.021402923,0.90472279,0.022012473,0.113802932,299,141,158,18.29765886,3.964539007,31.08860759,1.0,3.99e-05
4799,5471,10,0,0.981182169,0.333455518,9365.031075,57933428580.0,99204307725.0,1029.225776,0.631320713,0.00095909,0.025342639,0.021402923,0.90472279,0.022012473,0.113802932,299,141,158,18.29765886,3.964539007,31.08860759,1.0,3.99e-05
4804,5471,10,0,0.981182169,0.333455518,9365.031075,57933428580.0,99204307725.0,1029.225776,0.631320713,0.00095909,0.025342639,0.021402923,0.90472279,0.022012473,0.113802932,299,141,158,18.29765886,3.964539007,31.08860759,1.0,3.99e-05
4809,5471,10,0,0.981182169,0.333455518,9365.031075,57933428580.0,99204307725.0,1029.225776,0.631320713,0.00095909,0.025342639,0.021402923,0.90472279,0.022012473,0.113802932,299,141,158,18.29765886,3.964539007,31.08860759,1.0,3.99e-05
4814,5471,10,0,0.981182169,0.333455518,9365.031075,57933428580.0,99204307725.0,1029.225776,0.631320713,0.00095909,0.025342639,0.021402923,0.90472279,0.022012473,0.113802932,299,141,158,18.29765886,3.964539007,31.08860759,1.0,3.99e-05
4819,5471,10,0,0.981182169,0.333455518,9365.031075,57933428580.0,99204307725.0,1029.225776,0.631320713,0.00095909,0.025342639,0.021402923,0.90472279,0.022012473,0.113802932,299,141,158,18.29765886,3.964539007,31.08860759,1.0,3.99e-05
4824,5471,10,0,0.981182169,0.333455518,9365.031075,57933428580.0,99204307725.0,1029.225776,0.631320713,0.00095909,0.025342639,0.021402923,0.90472279,0.022012473,0.113802932,299,141,158,18.29765886,3.964539007,31.08860759,1.0,3.99e-05
4829,5471,10,0,0.981182169,0.333455518,9365.031075,57933428580.0,99204307725.0,1029.225776,0.631320713,0.00095909,0.025342639,0.021402923,0.90472279,0.022012473,0.113802932,299,141,158,18.29765886,3.964539007,31.08860759,1.0,3.99e-05
4834,5471,10,0,0.981182169,0.333455518,9365.031075,57933428580.0,99204307725.0,1029.225776,0.631320713,0.00095909,0.025342639,0.021402923,0.90472279,0.022012473,0.113802932,299,141,158,18.29765886,3.964539007,31.08860759,1.0,3.99e-05
4839,5471,10,0,0.981182169,0.333455518,9365.031075,57933428580.0,99204307725.0,1029.225776,0.631320713,0.00095909,0.025342639,0.021402923,0.90472279,0.022012473,0.113802932,299,141,158,18.29765886,3.964539007,31.08860759,1.0,3.99e-05
4844,5471,10,0,0.981182169,0.333455518,9365.031075,57933428580.0,99204307725.0,1029.225776,0.631320713,0.00095909,0.025342639,0.021402923,0.90472279,0.022012473,0.113802932,299,141,158,18.29765886,3.964539007,31.08860759,1.0,3.99e-05
4849,5471,10,0,0.981182169,0.333455518,9365.031075,57933428580.0,99204307725.0,1029.225776,0.631320713,0.00095909,0.025342639,0.021402923,0.90472279,0.022012473,0.113802932,299,141,158,18.29765886,3.964539007,31.08860759,1.0,3.99e-05
4854,5471,10,0,0.981182169,0.333455518,9365.031075,57933428580.0,99204307725.0,1029.225776,0.631320713,0.00095909,0.025342639,0.021402923,0.90472279,0.022012473,0.113802932,299,141,158,18.29765886,3.964539007,31.08860759,1.0,3.99e-05
4859,5471,10,0,0.981182169,0.333455518,9365.031075,57933428580.0,99204307725.0,1029.225776,0.631320713,0.00095909,0.025342639,0.021402923,0.90472279,0.022012473,0.113802932,299,141,158,18.29765886,3.964539007,31.08860759,1.0,3.99e-05
4864,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4869,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4874,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4879,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4884,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4889,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4894,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4899,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4904,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4909,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4914,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4919,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4924,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4929,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4934,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4939,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4944,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4949,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4954,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4959,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4964,472,10,0,0.94519605,0.358621735,1246.235821,35964839869.0,95363131334.0,2766.241781,0.726144861,0.007054027,0.17999104,0.068556357,0.938306537,0.075127192,0.063063063,22,8,14,21.45454545,3.5,31.71428571,858.8231514,4.76e-06
4969,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
4974,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
4979,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
4984,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
4989,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
4994,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
4999,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
5004,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
5009,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
5014,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
5019,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
5024,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
5029,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
5034,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
5039,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
5044,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
5049,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
5054,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
5059,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
5064,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
5069,195,22,0,0.703967371,0.473762005,192.3591968,1165833.285,1161962.457,16.57021831,0.499168564,0.057943866,-4.99e-05,-0.007140347,0.744414754,6.6e-06,0.326530612,41,14,27,4.756097561,3.428571429,5.444444444,4.816418686,7.71e-10
5074,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5079,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5084,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5089,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5094,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5099,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5104,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5109,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5114,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5119,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5124,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5129,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5134,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5139,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5144,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5149,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5154,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5159,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5164,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5169,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5174,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,67,51,16,5.23880597,2.470588235,14.0625,1.270234483,0.0
5179,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5184,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5189,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5194,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5199,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5204,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5209,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5214,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5219,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5224,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5229,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5234,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5239,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5244,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5249,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5254,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5259,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5264,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5269,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5274,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5279,351,34,0,0.29597015,1.513475951,118.8264934,2419.364807,823.7382128,0.451542369,0.253996931,0.729251599,0.177606855,0.13300819,0.605285055,0.134856921,0.56,83,67,16,4.228915663,1.880597015,14.0625,1.300626682,0.0
5284,461,9,0,0.406840646,1.131625141,193.8603199,464026.1025,195983.1125,10.59848057,0.296939964,0.312035501,0.020047596,0.001563411,0.641300193,0.003587509,0.531561462,195,91,104,2.364102564,1.758241758,2.894230769,6.105509807,0.358953908
5289,461,9,0,0.406840646,1.131625141,193.8603199,464026.1025,195983.1125,10.59848057,0.296939964,0.312035501,0.020047596,0.001563411,0.641300193,0.003587509,0.531561462,195,91,104,2.364102564,1.758241758,2.894230769,6.105509807,0.358953908
5294,461,9,0,0.406840646,1.131625141,193.8603199,464026.1025,195983.1125,10.59848057,0.296939964,0.312035501,0.020047596,0.001563411,0.641300193,0.003587509,0.531561462,195,91,104,2.364102564,1.758241758,2.894230769,6.105509807,0.358953908
5299,461,9,0,0.406840646,1.131625141,193.8603199,464026.1025,195983.1125,10.59848057,0.296939964,0.312035501,0.020047596,0.001563411,0.641300193,0.003587509,0.531561462,195,91,104,2.364102564,1.758241758,2.894230769,6.105509807,0.358953908
5304,461,9,0,0.406840646,1.131625141,193.8603199,464026.1025,195983.1125,10.59848057,0.296939964,0.312035501,0.020047596,0.001563411,0.641300193,0.003587509,0.531561462,195,91,104,2.364102564,1.758241758,2.894230769,6.105509807,0.358953908
5309,461,9,0,0.406840646,1.131625141,193.8603199,464026.1025,195983.1125,10.59848057,0.296939964,0.312035501,0.020047596,0.001563411,0.641300193,0.003587509,0.531561462,195,91,104,2.364102564,1.758241758,2.894230769,6.105509807,0.358953908
5314,461,9,0,0.406840646,1.131625141,193.8603199,464026.1025,195983.1125,10.59848057,0.296939964,0.312035501,0.020047596,0.001563411,0.641300193,0.003587509,0.531561462,195,91,104,2.364102564,1.758241758,2.894230769,6.105509807,0.358953908
5319,461,9,0,0.406840646,1.131625141,193.8603199,464026.1025,195983.1125,10.59848057,0.296939964,0.312035501,0.020047596,0.001563411,0.641300193,0.003587509,0.531561462,195,91,104,2.364102564,1.758241758,2.894230769,6.105509807,0.358953908
